gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,Split( )(MultipleLines)_0,Split( )(OnlineSecurity)_0,Split( )(OnlineBackup)_0,Split( )(DeviceProtection)_0,Split( )(TechSupport)_0,Split( )(StreamingTV)_0,Split( )(StreamingMovies)_0,Split(-)(Contract)_1,Split( )(PaymentMethod)_1,Split(.)(TotalCharges)_1,SplitAlign( )(MultipleLines)_No,SplitAlign( )(MultipleLines)_Yes,SplitAlign( )(MultipleLines)_phone,SplitAlign( )(InternetService)_DSL,SplitAlign( )(InternetService)_Fiber,SplitAlign( )(InternetService)_No,SplitAlign( )(OnlineSecurity)_No,SplitAlign( )(OnlineSecurity)_Yes,SplitAlign( )(OnlineBackup)_No,SplitAlign( )(OnlineBackup)_Yes,SplitAlign( )(DeviceProtection)_No,SplitAlign( )(DeviceProtection)_Yes,SplitAlign( )(TechSupport)_No,SplitAlign( )(TechSupport)_Yes,SplitAlign( )(StreamingTV)_No,SplitAlign( )(StreamingTV)_Yes,SplitAlign( )(StreamingMovies)_No,SplitAlign( )(StreamingMovies)_Yes,SplitAlign( )(Contract)_Month-to-month,SplitAlign( )(Contract)_One,SplitAlign( )(Contract)_Two,SplitAlign( )(Contract)_year,SplitAlign( )(PaymentMethod)_(automatic),SplitAlign( )(PaymentMethod)_Bank,SplitAlign( )(PaymentMethod)_Credit,SplitAlign( )(PaymentMethod)_Electronic,SplitAlign( )(PaymentMethod)_Mailed,SplitAlign( )(PaymentMethod)_check,ExtractNumber((\d+))(customerID)_0,ExtractNumber((\d+\.\d+))(TotalCharges)_0,"ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(TotalCharges)_0",ExtractNumber((\d{2}))(TotalCharges)_0,ExtractNumber((\d{4}))(TotalCharges)_0,ExtractNumber((\d+))(TotalCharges)_0,"ExtractWord([Month, year])(Contract)_0","ExtractWord([automatic, check])(PaymentMethod)_0",OneHot()(MultipleLines)_No,OneHot()(OnlineSecurity)_No,OneHot()(OnlineBackup)_No,OneHot()(DeviceProtection)_No,OneHot()(TechSupport)_No,OneHot()(StreamingTV)_No,OneHot()(StreamingMovies)_No,ExtractNumber((\d{4}))(Split(.)(TotalCharges)_0)_0,ExtractNumber((\d+))(Split(.)(TotalCharges)_1)_0,"ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(Split(.)(TotalCharges)_1)_0",ExtractNumber((\d{2}))(Split(.)(TotalCharges)_1)_0,Numerical()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1,OneHot()(Split(.)(TotalCharges)_1)_05,OneHot()(Split(.)(TotalCharges)_1)_1,OneHot()(Split(.)(TotalCharges)_1)_15,OneHot()(Split(.)(TotalCharges)_1)_2,OneHot()(Split(.)(TotalCharges)_1)_25,OneHot()(Split(.)(TotalCharges)_1)_3,OneHot()(Split(.)(TotalCharges)_1)_35,OneHot()(Split(.)(TotalCharges)_1)_4,OneHot()(Split(.)(TotalCharges)_1)_45,OneHot()(Split(.)(TotalCharges)_1)_5,OneHot()(Split(.)(TotalCharges)_1)_55,OneHot()(Split(.)(TotalCharges)_1)_6,OneHot()(Split(.)(TotalCharges)_1)_65,OneHot()(Split(.)(TotalCharges)_1)_7,OneHot()(Split(.)(TotalCharges)_1)_75,OneHot()(Split(.)(TotalCharges)_1)_8,OneHot()(Split(.)(TotalCharges)_1)_85,OneHot()(Split(.)(TotalCharges)_1)_9,OneHot()(Split(.)(TotalCharges)_1)_95,WordToNumber()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1,ExtractNumber((\d+))(Lowercase()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_0,"ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(Lowercase()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_0",ExtractNumber((\d{2}))(Lowercase()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_0,ExtractNumber((\d+))(ModeImputation()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_0,ExtractNumber((\d{2}))(ModeImputation()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_0,Numerical()(Lowercase()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_Lowercase()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1,OneHot()(ModeImputation()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_45,WordToNumber()(Lowercase()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1)_Lowercase()(Split(.)(TotalCharges)_1)_Split(.)(TotalCharges)_1
Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,No,No,No,No,Yes,No,Yes,Yes,to,card,65,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,4929.0,181.65,181.65,65.0,nan,181.0,Month,automatic,1,1,1,0,1,0,0,nan,65.0,65.0,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0,65.0
Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,No,No,Yes,Yes,Yes,Yes,No,No,nan,check,45,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,6827.0,1874.45,1874.45,45.0,1874.0,1874.0,year,check,1,0,0,0,0,1,1,1874.0,45.0,45.0,45.0,45.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,1,45.0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,No,No,No,No,No,No,No,No,to,transfer,2,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,7310.0,20.2,20.2,20.0,nan,20.0,Month,automatic,1,0,0,0,0,0,0,nan,2.0,2.0,nan,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,nan,2.0,nan,2.0,0,2.0
Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,No,No,No,No,No,No,No,No,to,transfer,25,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,3413.0,45.25,45.25,45.0,nan,45.0,Month,automatic,1,1,1,1,1,1,1,nan,25.0,25.0,25.0,25.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,25.0
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,No,Yes,Yes,Yes,No,Yes,Yes,No,nan,transfer,7,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,6234.0,7251.7,7251.7,nan,7251.0,7251.0,year,automatic,0,0,0,1,0,0,1,7251.0,7.0,7.0,nan,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,7.0,7.0,nan,7.0,nan,7.0,0,7.0
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,Yes,No,No,No,No,No,No,No,to,check,9,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,6047.0,316.9,316.9,nan,nan,316.0,Month,check,1,1,1,1,1,1,1,nan,9.0,9.0,nan,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0,9.0,9.0,nan,9.0,nan,9.0,0,9.0
Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,No,No,No,No,Yes,No,No,No,to,card,3,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,6572.0,3548.3,3548.3,nan,3548.0,3548.0,Month,automatic,1,1,1,0,1,1,1,3548.0,3.0,3.0,nan,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,nan,3.0,nan,3.0,0,3.0
Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,Yes,Yes,No,Yes,Yes,No,Yes,Yes,to,check,25,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,5380.0,3549.25,3549.25,25.0,3549.0,3549.0,Month,check,0,1,0,0,1,0,0,3549.0,25.0,25.0,25.0,25.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,25.0
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,Yes,Yes,No,No,Yes,No,Yes,Yes,to,transfer,4,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,8168.0,1105.4,1105.4,nan,1105.0,1105.0,Month,automatic,0,1,1,0,1,0,0,1105.0,4.0,4.0,nan,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,nan,4.0,nan,4.0,0,4.0
Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,No,No,No,Yes,No,No,No,No,nan,check,7,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,8865.0,475.7,475.7,nan,nan,475.0,year,check,1,1,0,1,1,1,1,nan,7.0,7.0,nan,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,7.0,7.0,nan,7.0,nan,7.0,0,7.0
Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,No,Yes,Yes,Yes,No,No,Yes,No,nan,card,35,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,9489.0,4872.35,4872.35,35.0,4872.0,4872.0,year,automatic,0,0,0,1,1,0,1,4872.0,35.0,35.0,35.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0,35.0
Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,No,No,No,No,No,No,No,No,nan,check,25,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,9867.0,418.25,418.25,25.0,nan,418.0,year,check,1,0,0,0,0,0,0,nan,25.0,25.0,25.0,25.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,25.0
Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,No,Yes,Yes,Yes,Yes,Yes,Yes,No,nan,card,45,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,4671.0,4861.45,4861.45,45.0,4861.0,4861.0,year,automatic,0,0,0,0,0,0,1,4861.0,45.0,45.0,45.0,45.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,1,45.0
Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,No,Yes,Yes,Yes,No,Yes,Yes,No,to,check,45,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,4080.0,981.45,981.45,45.0,nan,981.0,Month,check,0,0,0,1,0,0,1,nan,45.0,45.0,45.0,45.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,1,45.0
Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,No,Yes,No,No,No,No,No,Yes,to,check,7,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,3714.0,3906.7,3906.7,nan,3906.0,3906.0,Month,check,0,1,1,1,1,1,0,3906.0,7.0,7.0,nan,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,7.0,7.0,nan,7.0,nan,7.0,0,7.0
Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,No,No,No,Yes,No,No,No,No,to,check,nan,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,5948.0,nan,97.0,97.0,nan,97.0,Month,check,1,1,0,1,1,1,1,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,45.0,45.0,nan,1,nan
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,Yes,No,No,No,No,No,Yes,No,to,check,15,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,7760.0,144.15,144.15,15.0,nan,144.0,Month,check,1,1,1,1,1,0,1,nan,15.0,15.0,15.0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,15.0
Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,No,Yes,Yes,No,No,Yes,Yes,Yes,nan,card,8,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,7639.0,4217.8,4217.8,nan,4217.0,4217.0,year,automatic,0,0,1,1,0,0,0,4217.0,8.0,8.0,nan,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,8.0,8.0,nan,8.0,nan,8.0,0,8.0
Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,No,Yes,Yes,No,Yes,Yes,No,No,nan,card,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,2954.0,4254.1,4254.1,nan,4254.0,4254.0,year,automatic,0,0,1,0,0,1,1,4254.0,1.0,1.0,nan,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,nan,1.0,nan,1.0,0,1.0
Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,No,Yes,No,Yes,No,No,Yes,No,to,check,75,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,8012.0,3838.75,3838.75,75.0,3838.0,3838.0,Month,check,0,1,0,1,1,0,1,3838.0,75.0,75.0,75.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0,75.0
Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,Yes,No,Yes,Yes,No,No,Yes,Yes,to,card,4,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,9420.0,1426.4,1426.4,nan,1426.0,1426.0,Month,automatic,1,0,0,1,1,0,0,1426.0,4.0,4.0,nan,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,nan,4.0,nan,4.0,0,4.0
Female,1,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,No,Yes,Yes,No,No,Yes,Yes,No,to,card,65,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,6575.0,1752.65,1752.65,65.0,1752.0,1752.0,Month,automatic,0,0,1,1,0,0,1,1752.0,65.0,65.0,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0,65.0
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,Yes,Yes,No,Yes,No,No,No,No,to,card,3,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,7495.0,633.3,633.3,nan,nan,633.0,Month,automatic,0,1,0,1,1,1,1,nan,3.0,3.0,nan,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,nan,3.0,nan,3.0,0,3.0
Female,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,No,No,Yes,Yes,Yes,Yes,No,Yes,nan,card,35,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,4667.0,4456.35,4456.35,35.0,4456.0,4456.0,year,automatic,1,0,0,0,0,1,0,4456.0,35.0,35.0,35.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0,35.0
Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,Yes,Yes,No,No,No,No,Yes,Yes,to,check,55,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1658.0,1752.55,1752.55,55.0,1752.0,1752.0,Month,check,0,1,1,1,1,0,0,1752.0,55.0,55.0,55.0,55.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0,55.0
Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,No,Yes,Yes,No,No,No,Yes,Yes,nan,card,2,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,8769.0,6311.2,6311.2,nan,6311.0,6311.0,year,automatic,0,0,1,1,1,0,0,6311.0,2.0,2.0,nan,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,nan,2.0,nan,2.0,0,2.0
Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,No,Yes,No,Yes,Yes,Yes,Yes,Yes,nan,check,35,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,5067.0,7076.35,7076.35,35.0,7076.0,7076.0,year,check,0,1,0,0,0,0,0,7076.0,35.0,35.0,35.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0,35.0
Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,No,Yes,No,No,No,No,No,No,nan,card,3,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,3957.0,894.3,894.3,nan,nan,894.0,year,automatic,0,0,0,0,0,0,0,nan,3.0,3.0,nan,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,nan,3.0,nan,3.0,0,3.0
Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,No,Yes,No,No,Yes,Yes,Yes,Yes,nan,card,7,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,5954.0,7853.7,7853.7,nan,7853.0,7853.0,year,automatic,0,1,1,0,0,0,0,7853.0,7.0,7.0,nan,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,7.0,7.0,nan,7.0,nan,7.0,0,7.0
Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,No,Yes,No,No,Yes,No,Yes,Yes,to,check,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,434.0,4707.1,4707.1,nan,4707.0,4707.0,Month,check,0,1,1,0,1,0,0,4707.0,1.0,1.0,nan,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,nan,1.0,nan,1.0,0,1.0
Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,No,Yes,No,Yes,No,No,Yes,No,to,transfer,7,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1215.0,5450.7,5450.7,nan,5450.0,5450.0,Month,automatic,0,1,0,1,1,0,1,5450.0,7.0,7.0,nan,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,7.0,7.0,nan,7.0,nan,7.0,0,7.0
Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,No,No,Yes,Yes,Yes,No,No,No,nan,transfer,nan,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,526.0,nan,2962.0,nan,2962.0,2962.0,year,automatic,0,0,0,0,1,1,1,2962.0,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,45.0,45.0,nan,1,nan
Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,No,No,No,No,Yes,Yes,No,No,nan,card,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,557.0,957.1,957.1,nan,nan,957.0,year,automatic,1,1,1,0,0,1,1,nan,1.0,1.0,nan,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,nan,1.0,nan,1.0,0,1.0
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,Yes,Yes,No,No,No,No,Yes,Yes,to,check,25,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,5698.0,857.25,857.25,25.0,nan,857.0,Month,check,0,1,1,1,1,0,0,nan,25.0,25.0,25.0,25.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,25.0
Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,No,No,No,Yes,No,Yes,Yes,Yes,to,check,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,5122.0,244.1,244.1,nan,nan,244.0,Month,check,1,1,0,1,0,0,0,nan,1.0,1.0,nan,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,nan,1.0,nan,1.0,0,1.0
Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,No,Yes,No,Yes,No,No,No,No,nan,check,35,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,8627.0,3650.35,3650.35,35.0,3650.0,3650.0,year,check,0,1,0,1,1,1,1,3650.0,35.0,35.0,35.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0,35.0
Female,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,No,No,No,Yes,Yes,Yes,Yes,Yes,nan,check,2,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,3410.0,2497.2,2497.2,nan,2497.0,2497.0,year,check,1,1,0,0,0,0,0,2497.0,2.0,2.0,nan,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,nan,2.0,nan,2.0,0,2.0
Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,No,No,No,No,No,No,No,No,nan,transfer,9,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,3170.0,930.9,930.9,nan,nan,930.0,year,automatic,1,0,0,0,0,0,0,nan,9.0,9.0,nan,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0,9.0,9.0,nan,9.0,nan,9.0,0,9.0
Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,No,No,Yes,No,Yes,No,No,No,to,check,35,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,7410.0,887.35,887.35,35.0,nan,887.0,Month,check,1,0,1,0,1,1,1,nan,35.0,35.0,35.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0,35.0
Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,No,No,No,No,No,Yes,No,No,to,check,05,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2273.0,49.05,49.05,49.0,nan,49.0,Month,check,1,1,1,1,0,1,1,nan,5.0,5.0,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,5.0
