country,year,sex,age,suicides_no,population,country-year,gdp_per_capita ($),generation
Antigua and Barbuda,1992,male,15-24 years,0.0,6221,Antigua and Barbuda1992,8087,Generation X
Antigua and Barbuda,1992,male,25-34 years,0.0,6409,Antigua and Barbuda1992,8087,Boomers
Antigua and Barbuda,1992,male,35-54 years,0.0,6497,Antigua and Barbuda1992,8087,Boomers
Antigua and Barbuda,1992,male,5-14 years,0.0,7059,Antigua and Barbuda1992,8087,Millenials
Antigua and Barbuda,1992,male,55-74 years,0.0,2851,Antigua and Barbuda1992,8087,Silent
Antigua and Barbuda,1992,male,75+ years,0.0,853,Antigua and Barbuda1992,8087,G.I. Generation
Antigua and Barbuda,1993,male,25-34 years,1.0,6668,Antigua and Barbuda1993,8453,Boomers
Antigua and Barbuda,1993,female,15-24 years,0.0,6182,Antigua and Barbuda1993,8453,Generation X
Antigua and Barbuda,1993,female,25-34 years,0.0,6914,Antigua and Barbuda1993,8453,Boomers
Antigua and Barbuda,1993,female,35-54 years,0.0,6917,Antigua and Barbuda1993,8453,Boomers
Antigua and Barbuda,1993,female,5-14 years,0.0,7529,Antigua and Barbuda1993,8453,Millenials
Antigua and Barbuda,1993,female,55-74 years,0.0,3662,Antigua and Barbuda1993,8453,Silent
Antigua and Barbuda,1993,female,75+ years,0.0,1386,Antigua and Barbuda1993,8453,G.I. Generation
Antigua and Barbuda,1993,male,15-24 years,0.0,6069,Antigua and Barbuda1993,8453,Generation X
Antigua and Barbuda,1993,male,35-54 years,0.0,6915,Antigua and Barbuda1993,8453,Boomers
Antigua and Barbuda,1993,male,5-14 years,0.0,7298,Antigua and Barbuda1993,8453,Millenials
Antigua and Barbuda,1993,male,55-74 years,0.0,2879,Antigua and Barbuda1993,8453,Silent
Antigua and Barbuda,1993,male,75+ years,0.0,896,Antigua and Barbuda1993,8453,G.I. Generation
Antigua and Barbuda,1994,female,15-24 years,0.0,6083,Antigua and Barbuda1994,9062,Generation X
Antigua and Barbuda,1994,female,25-34 years,0.0,7151,Antigua and Barbuda1994,9062,Boomers
Antigua and Barbuda,1994,female,35-54 years,0.0,7357,Antigua and Barbuda1994,9062,Boomers
Antigua and Barbuda,1994,female,5-14 years,0.0,7722,Antigua and Barbuda1994,9062,Millenials
Antigua and Barbuda,1994,female,55-74 years,0.0,3715,Antigua and Barbuda1994,9062,Silent
Antigua and Barbuda,1994,female,75+ years,0.0,1437,Antigua and Barbuda1994,9062,G.I. Generation
Antigua and Barbuda,1994,male,15-24 years,0.0,5976,Antigua and Barbuda1994,9062,Generation X
Antigua and Barbuda,1994,male,25-34 years,0.0,6886,Antigua and Barbuda1994,9062,Boomers
Antigua and Barbuda,1994,male,35-54 years,0.0,7359,Antigua and Barbuda1994,9062,Boomers
Antigua and Barbuda,1994,male,5-14 years,0.0,7494,Antigua and Barbuda1994,9062,Millenials
Antigua and Barbuda,1994,male,55-74 years,0.0,2935,Antigua and Barbuda1994,9062,Silent
Antigua and Barbuda,1994,male,75+ years,0.0,929,Antigua and Barbuda1994,9062,G.I. Generation
Antigua and Barbuda,1995,female,15-24 years,0.0,6099,Antigua and Barbuda1995,8636,Generation X
Antigua and Barbuda,1995,female,25-34 years,0.0,7333,Antigua and Barbuda1995,8636,Generation X
Antigua and Barbuda,1995,female,35-54 years,0.0,7851,Antigua and Barbuda1995,8636,Boomers
Antigua and Barbuda,1995,female,5-14 years,0.0,7885,Antigua and Barbuda1995,8636,Millenials
Antigua and Barbuda,1995,female,55-74 years,0.0,3808,Antigua and Barbuda1995,8636,Silent
Antigua and Barbuda,1995,female,75+ years,0.0,1488,Antigua and Barbuda1995,8636,G.I. Generation
Antigua and Barbuda,1995,male,15-24 years,0.0,5953,Antigua and Barbuda1995,8636,Generation X
Antigua and Barbuda,1995,male,25-34 years,0.0,7023,Antigua and Barbuda1995,8636,Generation X
Antigua and Barbuda,1995,male,35-54 years,0.0,7809,Antigua and Barbuda1995,8636,Boomers
Antigua and Barbuda,1995,male,5-14 years,0.0,7632,Antigua and Barbuda1995,8636,Millenials
Antigua and Barbuda,1995,male,55-74 years,0.0,3021,Antigua and Barbuda1995,8636,Silent
Antigua and Barbuda,1995,male,75+ years,0.0,944,Antigua and Barbuda1995,8636,G.I. Generation
Antigua and Barbuda,1998,female,15-24 years,0.0,6529,Antigua and Barbuda1998,10078,Generation X
Antigua and Barbuda,1998,female,25-34 years,0.0,8332,Antigua and Barbuda1998,10078,Generation X
Antigua and Barbuda,1998,female,35-54 years,0.0,9615,Antigua and Barbuda1998,10078,Boomers
Antigua and Barbuda,1998,female,5-14 years,0.0,8183,Antigua and Barbuda1998,10078,Millenials
Antigua and Barbuda,1998,female,55-74 years,0.0,3921,Antigua and Barbuda1998,10078,Silent
Antigua and Barbuda,1998,female,75+ years,0.0,1476,Antigua and Barbuda1998,10078,G.I. Generation
Antigua and Barbuda,1998,male,15-24 years,0.0,5916,Antigua and Barbuda1998,10078,Generation X
Antigua and Barbuda,1998,male,25-34 years,0.0,7294,Antigua and Barbuda1998,10078,Generation X
Antigua and Barbuda,1998,male,35-54 years,0.0,9086,Antigua and Barbuda1998,10078,Boomers
Antigua and Barbuda,1998,male,5-14 years,0.0,7706,Antigua and Barbuda1998,10078,Millenials
Antigua and Barbuda,1998,male,55-74 years,0.0,3213,Antigua and Barbuda1998,10078,Silent
Antigua and Barbuda,1998,male,75+ years,0.0,954,Antigua and Barbuda1998,10078,G.I. Generation
Antigua and Barbuda,1999,female,15-24 years,0.0,6589,Antigua and Barbuda1999,10378,Generation X
Antigua and Barbuda,1999,female,25-34 years,0.0,8526,Antigua and Barbuda1999,10378,Generation X
Antigua and Barbuda,1999,female,35-54 years,0.0,10311,Antigua and Barbuda1999,10378,Boomers
Antigua and Barbuda,1999,female,5-14 years,0.0,8314,Antigua and Barbuda1999,10378,Millenials
Antigua and Barbuda,1999,female,55-74 years,0.0,3968,Antigua and Barbuda1999,10378,Silent
Antigua and Barbuda,1999,female,75+ years,0.0,1451,Antigua and Barbuda1999,10378,G.I. Generation
Antigua and Barbuda,1999,male,15-24 years,0.0,5845,Antigua and Barbuda1999,10378,Generation X
Antigua and Barbuda,1999,male,25-34 years,0.0,7263,Antigua and Barbuda1999,10378,Generation X
Antigua and Barbuda,1999,male,35-54 years,0.0,9537,Antigua and Barbuda1999,10378,Boomers
Antigua and Barbuda,1999,male,5-14 years,0.0,7805,Antigua and Barbuda1999,10378,Millenials
Antigua and Barbuda,1999,male,55-74 years,0.0,3276,Antigua and Barbuda1999,10378,Silent
Antigua and Barbuda,1999,male,75+ years,0.0,947,Antigua and Barbuda1999,10378,G.I. Generation
Antigua and Barbuda,2000,male,55-74 years,1.0,3333,Antigua and Barbuda2000,11021,Silent
Antigua and Barbuda,2000,male,35-54 years,1.0,10033,Antigua and Barbuda2000,11021,Boomers
Antigua and Barbuda,2000,female,15-24 years,0.0,6616,Antigua and Barbuda2000,11021,Generation X
Antigua and Barbuda,2000,female,25-34 years,0.0,8595,Antigua and Barbuda2000,11021,Generation X
Antigua and Barbuda,2000,female,35-54 years,0.0,11040,Antigua and Barbuda2000,11021,Boomers
Antigua and Barbuda,2000,female,5-14 years,0.0,8439,Antigua and Barbuda2000,11021,Millenials
Antigua and Barbuda,2000,female,55-74 years,0.0,3986,Antigua and Barbuda2000,11021,Silent
Antigua and Barbuda,2000,female,75+ years,0.0,1413,Antigua and Barbuda2000,11021,G.I. Generation
Antigua and Barbuda,2000,male,15-24 years,0.0,5783,Antigua and Barbuda2000,11021,Generation X
Antigua and Barbuda,2000,male,25-34 years,0.0,7177,Antigua and Barbuda2000,11021,Generation X
Antigua and Barbuda,2000,male,5-14 years,0.0,7973,Antigua and Barbuda2000,11021,Millenials
Antigua and Barbuda,2000,male,75+ years,0.0,938,Antigua and Barbuda2000,11021,G.I. Generation
Antigua and Barbuda,2001,male,35-54 years,2.0,10281,Antigua and Barbuda2001,10468,Boomers
Antigua and Barbuda,2001,female,15-24 years,0.0,6902,Antigua and Barbuda2001,10468,Millenials
Antigua and Barbuda,2001,female,25-34 years,0.0,8425,Antigua and Barbuda2001,10468,Generation X
Antigua and Barbuda,2001,female,35-54 years,0.0,11402,Antigua and Barbuda2001,10468,Boomers
Antigua and Barbuda,2001,female,5-14 years,0.0,8428,Antigua and Barbuda2001,10468,Millenials
Antigua and Barbuda,2001,female,55-74 years,0.0,4037,Antigua and Barbuda2001,10468,Silent
Antigua and Barbuda,2001,female,75+ years,0.0,1487,Antigua and Barbuda2001,10468,Silent
Antigua and Barbuda,2001,male,15-24 years,0.0,6084,Antigua and Barbuda2001,10468,Millenials
Antigua and Barbuda,2001,male,25-34 years,0.0,7071,Antigua and Barbuda2001,10468,Generation X
Antigua and Barbuda,2001,male,5-14 years,0.0,7958,Antigua and Barbuda2001,10468,Millenials
Antigua and Barbuda,2001,male,55-74 years,0.0,3442,Antigua and Barbuda2001,10468,Silent
Antigua and Barbuda,2001,male,75+ years,0.0,980,Antigua and Barbuda2001,10468,Silent
Antigua and Barbuda,2002,female,15-24 years,0.0,7196,Antigua and Barbuda2002,10499,Millenials
Antigua and Barbuda,2002,female,25-34 years,0.0,8155,Antigua and Barbuda2002,10499,Generation X
Antigua and Barbuda,2002,female,35-54 years,0.0,11760,Antigua and Barbuda2002,10499,Boomers
Antigua and Barbuda,2002,female,5-14 years,0.0,8408,Antigua and Barbuda2002,10499,Millenials
Antigua and Barbuda,2002,female,55-74 years,0.0,4050,Antigua and Barbuda2002,10499,Silent
Antigua and Barbuda,2002,female,75+ years,0.0,1547,Antigua and Barbuda2002,10499,Silent
Antigua and Barbuda,2002,male,15-24 years,0.0,6416,Antigua and Barbuda2002,10499,Millenials
Antigua and Barbuda,2002,male,25-34 years,0.0,6921,Antigua and Barbuda2002,10499,Generation X
Antigua and Barbuda,2002,male,35-54 years,0.0,10604,Antigua and Barbuda2002,10499,Boomers
Antigua and Barbuda,2002,male,5-14 years,0.0,7980,Antigua and Barbuda2002,10499,Millenials
Antigua and Barbuda,2002,male,55-74 years,0.0,3527,Antigua and Barbuda2002,10499,Silent
Antigua and Barbuda,2002,male,75+ years,0.0,1024,Antigua and Barbuda2002,10499,Silent
Antigua and Barbuda,2003,male,55-74 years,1.0,3594,Antigua and Barbuda2003,10878,Silent
Antigua and Barbuda,2003,female,15-24 years,0.0,7454,Antigua and Barbuda2003,10878,Millenials
Antigua and Barbuda,2003,female,25-34 years,0.0,7831,Antigua and Barbuda2003,10878,Generation X
Antigua and Barbuda,2003,female,35-54 years,0.0,12129,Antigua and Barbuda2003,10878,Boomers
Antigua and Barbuda,2003,female,5-14 years,0.0,8423,Antigua and Barbuda2003,10878,Millenials
Antigua and Barbuda,2003,female,55-74 years,0.0,4054,Antigua and Barbuda2003,10878,Silent
Antigua and Barbuda,2003,female,75+ years,0.0,1583,Antigua and Barbuda2003,10878,Silent
Antigua and Barbuda,2003,male,15-24 years,0.0,6730,Antigua and Barbuda2003,10878,Millenials
Antigua and Barbuda,2003,male,25-34 years,0.0,6734,Antigua and Barbuda2003,10878,Generation X
Antigua and Barbuda,2003,male,35-54 years,0.0,10997,Antigua and Barbuda2003,10878,Boomers
Antigua and Barbuda,2003,male,5-14 years,0.0,8061,Antigua and Barbuda2003,10878,Millenials
Antigua and Barbuda,2003,male,75+ years,0.0,1068,Antigua and Barbuda2003,10878,Silent
Antigua and Barbuda,2004,male,55-74 years,1.0,3665,Antigua and Barbuda2004,11535,Silent
Antigua and Barbuda,2004,male,35-54 years,1.0,11406,Antigua and Barbuda2004,11535,Boomers
Antigua and Barbuda,2004,female,15-24 years,0.0,7648,Antigua and Barbuda2004,11535,Millenials
Antigua and Barbuda,2004,female,25-34 years,0.0,7531,Antigua and Barbuda2004,11535,Generation X
Antigua and Barbuda,2004,female,35-54 years,0.0,12492,Antigua and Barbuda2004,11535,Boomers
Antigua and Barbuda,2004,female,5-14 years,0.0,8488,Antigua and Barbuda2004,11535,Millenials
Antigua and Barbuda,2004,female,55-74 years,0.0,4088,Antigua and Barbuda2004,11535,Silent
Antigua and Barbuda,2004,female,75+ years,0.0,1590,Antigua and Barbuda2004,11535,Silent
Antigua and Barbuda,2004,male,15-24 years,0.0,6968,Antigua and Barbuda2004,11535,Millenials
Antigua and Barbuda,2004,male,25-34 years,0.0,6556,Antigua and Barbuda2004,11535,Generation X
Antigua and Barbuda,2004,male,5-14 years,0.0,8196,Antigua and Barbuda2004,11535,Millenials
Antigua and Barbuda,2004,male,75+ years,0.0,1094,Antigua and Barbuda2004,11535,Silent
Antigua and Barbuda,2005,female,15-24 years,0.0,7780,Antigua and Barbuda2005,12649,Millenials
Antigua and Barbuda,2005,female,25-34 years,0.0,7327,Antigua and Barbuda2005,12649,Generation X
Antigua and Barbuda,2005,female,35-54 years,0.0,12835,Antigua and Barbuda2005,12649,Boomers
Antigua and Barbuda,2005,female,5-14 years,0.0,8584,Antigua and Barbuda2005,12649,Millenials
Antigua and Barbuda,2005,female,55-74 years,0.0,4157,Antigua and Barbuda2005,12649,Silent
Antigua and Barbuda,2005,female,75+ years,0.0,1575,Antigua and Barbuda2005,12649,Silent
Antigua and Barbuda,2005,male,15-24 years,0.0,7113,Antigua and Barbuda2005,12649,Millenials
Antigua and Barbuda,2005,male,25-34 years,0.0,6444,Antigua and Barbuda2005,12649,Generation X
Antigua and Barbuda,2005,male,35-54 years,0.0,11778,Antigua and Barbuda2005,12649,Boomers
Antigua and Barbuda,2005,male,5-14 years,0.0,8358,Antigua and Barbuda2005,12649,Millenials
Antigua and Barbuda,2005,male,55-74 years,0.0,3748,Antigua and Barbuda2005,12649,Silent
Antigua and Barbuda,2005,male,75+ years,0.0,1110,Antigua and Barbuda2005,12649,Silent
Antigua and Barbuda,2006,female,15-24 years,0.0,7902,Antigua and Barbuda2006,14114,Millenials
Antigua and Barbuda,2006,female,25-34 years,0.0,7098,Antigua and Barbuda2006,14114,Generation X
Antigua and Barbuda,2006,female,35-54 years,0.0,13374,Antigua and Barbuda2006,14114,Boomers
Antigua and Barbuda,2006,female,5-14 years,0.0,8571,Antigua and Barbuda2006,14114,Millenials
Antigua and Barbuda,2006,female,55-74 years,0.0,4256,Antigua and Barbuda2006,14114,Silent
Antigua and Barbuda,2006,female,75+ years,0.0,1573,Antigua and Barbuda2006,14114,Silent
Antigua and Barbuda,2006,male,15-24 years,0.0,7239,Antigua and Barbuda2006,14114,Millenials
Antigua and Barbuda,2006,male,25-34 years,0.0,6319,Antigua and Barbuda2006,14114,Generation X
Antigua and Barbuda,2006,male,35-54 years,0.0,12202,Antigua and Barbuda2006,14114,Boomers
Antigua and Barbuda,2006,male,5-14 years,0.0,8485,Antigua and Barbuda2006,14114,Millenials
Antigua and Barbuda,2006,male,55-74 years,0.0,3847,Antigua and Barbuda2006,14114,Silent
Antigua and Barbuda,2006,male,75+ years,0.0,1107,Antigua and Barbuda2006,14114,Silent
Antigua and Barbuda,2007,male,35-54 years,1.0,12530,Antigua and Barbuda2007,15775,Boomers
Antigua and Barbuda,2007,female,15-24 years,0.0,8013,Antigua and Barbuda2007,15775,Millenials
Antigua and Barbuda,2007,female,25-34 years,0.0,6962,Antigua and Barbuda2007,15775,Generation X
Antigua and Barbuda,2007,female,35-54 years,0.0,13860,Antigua and Barbuda2007,15775,Boomers
Antigua and Barbuda,2007,female,5-14 years,0.0,8555,Antigua and Barbuda2007,15775,Generation Z
Antigua and Barbuda,2007,female,55-74 years,0.0,4400,Antigua and Barbuda2007,15775,Silent
Antigua and Barbuda,2007,female,75+ years,0.0,1568,Antigua and Barbuda2007,15775,Silent
Antigua and Barbuda,2007,male,15-24 years,0.0,7330,Antigua and Barbuda2007,15775,Millenials
Antigua and Barbuda,2007,male,25-34 years,0.0,6267,Antigua and Barbuda2007,15775,Generation X
Antigua and Barbuda,2007,male,5-14 years,0.0,8564,Antigua and Barbuda2007,15775,Generation Z
Antigua and Barbuda,2007,male,55-74 years,0.0,3988,Antigua and Barbuda2007,15775,Silent
Antigua and Barbuda,2007,male,75+ years,0.0,1094,Antigua and Barbuda2007,15775,Silent
Antigua and Barbuda,2008,female,15-24 years,0.0,8108,Antigua and Barbuda2008,16238,Millenials
Antigua and Barbuda,2008,female,25-34 years,0.0,6910,Antigua and Barbuda2008,16238,Generation X
Antigua and Barbuda,2008,female,35-54 years,0.0,14278,Antigua and Barbuda2008,16238,Boomers
Antigua and Barbuda,2008,female,5-14 years,0.0,8537,Antigua and Barbuda2008,16238,Generation Z
Antigua and Barbuda,2008,female,55-74 years,0.0,4587,Antigua and Barbuda2008,16238,Silent
Antigua and Barbuda,2008,female,75+ years,0.0,1567,Antigua and Barbuda2008,16238,Silent
Antigua and Barbuda,2008,male,15-24 years,0.0,7404,Antigua and Barbuda2008,16238,Millenials
Antigua and Barbuda,2008,male,25-34 years,0.0,6274,Antigua and Barbuda2008,16238,Generation X
Antigua and Barbuda,2008,male,35-54 years,0.0,12782,Antigua and Barbuda2008,16238,Boomers
Antigua and Barbuda,2008,male,5-14 years,0.0,8599,Antigua and Barbuda2008,16238,Generation Z
Antigua and Barbuda,2008,male,55-74 years,0.0,4158,Antigua and Barbuda2008,16238,Silent
Antigua and Barbuda,2008,male,75+ years,0.0,1069,Antigua and Barbuda2008,16238,Silent
Antigua and Barbuda,2009,female,15-24 years,0.0,8199,Antigua and Barbuda2009,14335,Millenials
Antigua and Barbuda,2009,female,25-34 years,0.0,6917,Antigua and Barbuda2009,14335,Generation X
Antigua and Barbuda,2009,female,35-54 years,0.0,14629,Antigua and Barbuda2009,14335,Boomers
Antigua and Barbuda,2009,female,5-14 years,0.0,8514,Antigua and Barbuda2009,14335,Generation Z
Antigua and Barbuda,2009,female,55-74 years,0.0,4793,Antigua and Barbuda2009,14335,Silent
Antigua and Barbuda,2009,female,75+ years,0.0,1571,Antigua and Barbuda2009,14335,Silent
Antigua and Barbuda,2009,male,15-24 years,0.0,7489,Antigua and Barbuda2009,14335,Millenials
Antigua and Barbuda,2009,male,25-34 years,0.0,6325,Antigua and Barbuda2009,14335,Generation X
Antigua and Barbuda,2009,male,35-54 years,0.0,12978,Antigua and Barbuda2009,14335,Boomers
Antigua and Barbuda,2009,male,5-14 years,0.0,8599,Antigua and Barbuda2009,14335,Generation Z
Antigua and Barbuda,2009,male,55-74 years,0.0,4349,Antigua and Barbuda2009,14335,Silent
Antigua and Barbuda,2009,male,75+ years,0.0,1042,Antigua and Barbuda2009,14335,Silent
Antigua and Barbuda,2012,female,15-24 years,0.0,8435,Antigua and Barbuda2012,13657,Millenials
Antigua and Barbuda,2012,female,25-34 years,0.0,7215,Antigua and Barbuda2012,13657,Millenials
Antigua and Barbuda,2012,female,35-54 years,0.0,15193,Antigua and Barbuda2012,13657,Generation X
Antigua and Barbuda,2012,female,5-14 years,0.0,8401,Antigua and Barbuda2012,13657,Generation Z
Antigua and Barbuda,2012,female,55-74 years,0.0,5512,Antigua and Barbuda2012,13657,Boomers
Antigua and Barbuda,2012,female,75+ years,0.0,1625,Antigua and Barbuda2012,13657,Silent
Antigua and Barbuda,2012,male,15-24 years,0.0,7893,Antigua and Barbuda2012,13657,Millenials
Antigua and Barbuda,2012,male,25-34 years,0.0,6629,Antigua and Barbuda2012,13657,Millenials
Antigua and Barbuda,2012,male,35-54 years,0.0,13280,Antigua and Barbuda2012,13657,Generation X
Antigua and Barbuda,2012,male,5-14 years,0.0,8475,Antigua and Barbuda2012,13657,Generation Z
Antigua and Barbuda,2012,male,55-74 years,0.0,4994,Antigua and Barbuda2012,13657,Boomers
Antigua and Barbuda,2012,male,75+ years,0.0,1051,Antigua and Barbuda2012,13657,Silent
Antigua and Barbuda,2013,female,15-24 years,0.0,8494,Antigua and Barbuda2013,13287,Millenials
Antigua and Barbuda,2013,female,25-34 years,0.0,7397,Antigua and Barbuda2013,13287,Millenials
Antigua and Barbuda,2013,female,35-54 years,0.0,15236,Antigua and Barbuda2013,13287,Generation X
Antigua and Barbuda,2013,female,5-14 years,0.0,8353,Antigua and Barbuda2013,13287,Generation Z
